iter	RMSE
405	0.4199793267
406	0.4197580117
407	0.4196609266
408	0.4195580647
409	0.4192846911
410	0.4191046123
411	0.4189786045
412	0.4189425666
413	0.4187263074
414	0.4186175466
415	0.4184853185
416	0.4183434055
417	0.4182033463
418	0.4180685641
419	0.4178755306
420	0.4176262948
421	0.4174440189
422	0.4173559752
423	0.4171722818
424	0.4171391927
425	0.4170682321
426	0.4169762729
427	0.4168149652
428	0.4166005926
429	0.4164033552
430	0.4162053286
431	0.4160790608
432	0.4159094888
433	0.4157999182
434	0.4155604778
435	0.4154319185
436	0.4153956444
437	0.4152447172
438	0.4150824123
439	0.4148905
440	0.4147314305
441	0.41465401
442	0.4145215789
443	0.4143648439
444	0.4142191437
445	0.4139879569
446	0.4138727246
447	0.4137983208
448	0.413751815
449	0.4136181971
450	0.4134467588
451	0.4133550691
452	0.4132421439
453	0.4131293589
454	0.4130622316
455	0.4129622639
456	0.4127162419
457	0.412560462
458	0.4124208356
459	0.4123341535
460	0.4121244037
461	0.4120464789
462	0.4119998915
463	0.4118463059
464	0.4118036656
465	0.4115806617
466	0.4114138424
467	0.4112549656
468	0.4110867177
469	0.4109584308
470	0.4107857848
471	0.4106159743
472	0.4103997309
473	0.4102963775
474	0.4101683395
475	0.4099808367
476	0.4098967339
477	0.4098068886
478	0.4096714418
479	0.4095391168
480	0.4093506757
481	0.4092251056
482	0.4090472495
483	0.4089554831
484	0.4088519891
485	0.4087444857
486	0.4085973238
487	0.4084914131
488	0.408267965
489	0.4081846849
490	0.4080580926
491	0.4079427578
492	0.4078600359
493	0.407757796
494	0.4076481662
495	0.4075482667
496	0.407379959
497	0.4073171126
498	0.4072279935
499	0.4069981661
500	0.4068787029
501	0.4067369913
502	0.4066525339
503	0.4064927736
504	0.4062544869
505	0.4060243683
506	0.4057215951
507	0.4056418733
508	0.4055403418
509	0.4054114952
510	0.4052883056
511	0.4051721483
512	0.4050511986
513	0.4048696501
514	0.4047631231
515	0.404630705
516	0.4045180861
517	0.4043281466
518	0.4042617903
519	0.4042168243
520	0.4040802488
521	0.4038685202
522	0.4038070344
523	0.4036180653
524	0.4034533968
525	0.4033284608
526	0.4031722235
527	0.4030849085
528	0.4029413163
529	0.4028631706
530	0.4027208698
531	0.4026453015
532	0.4024684325
533	0.4023147322
534	0.4022267719
535	0.4021562066
536	0.401995611
537	0.4019422903
538	0.4018888318
539	0.4017226598
540	0.4015680302
541	0.4013912232
542	0.4012358138
543	0.4010500678
544	0.4009077529
545	0.4007121748
546	0.400616615
547	0.4005155024
548	0.4003915052
549	0.4002883035
550	0.4002170872
551	0.4000896655
552	0.3999657537
553	0.3998979871
554	0.3998571279
555	0.399813452
556	0.3996290324
557	0.3995166724
558	0.3994235977
559	0.3992966525
560	0.3992038368
561	0.3990696256
562	0.3989389354
563	0.3988283176
564	0.3987141866
565	0.3985764254
566	0.3984829553
567	0.3982579011
568	0.3980663083
569	0.3978461001
570	0.3977560244
571	0.3974980458
572	0.3972632049
573	0.3972162004
574	0.3970772293
575	0.3970273762
576	0.3969141004
577	0.3968168062
578	0.3966858114
579	0.3966206422
580	0.3965480056
581	0.3964523011
582	0.3963517478
583	0.3963108427
584	0.3962081473
585	0.396121175
586	0.3960611401
587	0.3958477867
588	0.3956716992
589	0.3955907624
590	0.3955098554
591	0.3953683063
592	0.3952442612
593	0.3950942715
594	0.3949722713
595	0.394817695
596	0.3946940602
597	0.3946184414
598	0.3944665515
599	0.3942297011
600	0.3941339793
601	0.3938849729
602	0.3937898024
603	0.3936798415
604	0.3935343713
605	0.3934514472
606	0.3932454627
607	0.3930650639
608	0.392923457
609	0.3927873618
610	0.392582261
611	0.3925299106
612	0.3923841879
613	0.3923030129
614	0.3921671084
615	0.3920418584
616	0.3920040903
617	0.391948604
618	0.3918918546
619	0.3918008718
620	0.3916961345
621	0.3915431812
622	0.3914842081
623	0.3913968651
624	0.3913030139
625	0.3911461869
626	0.3910251772
627	0.3909626249
628	0.390844408
629	0.3906760807
630	0.3905717085
631	0.3904966403
632	0.3903888911
633	0.390244073
634	0.3901768756
635	0.3900692088
636	0.3899860739
637	0.3898738955
638	0.3898063523
639	0.3896852435
640	0.3896290798
641	0.3895566706
642	0.3894314752
643	0.3893819137
644	0.3892759871
645	0.3892047423
646	0.3890552276
647	0.3889334698
648	0.388829977
649	0.3887179201
650	0.3886015498
651	0.3885189436
652	0.3884777796
653	0.388406105
654	0.3883627952
655	0.3882527897
656	0.3881911662
657	0.3881079479
658	0.388029883
659	0.3879225742
660	0.3878037434
661	0.3876501189
662	0.3875861036
663	0.3875145848
664	0.387271413
665	0.3871790146
666	0.3871193603
667	0.3870675175
668	0.3870035867
669	0.386846548
670	0.386771489
671	0.3865952701
672	0.3865537277
673	0.3864641663
674	0.3863785415
675	0.3862972955
676	0.3862432918
677	0.3861100551
678	0.3860445467
679	0.3859051437
680	0.3857981986
681	0.3857178233
682	0.3855349095
683	0.385403782
684	0.3852774814
685	0.3851238675
686	0.3850506065
687	0.3849701372
688	0.3847807638
689	0.3846336002
690	0.3845481115
691	0.3844685676
692	0.384336366
693	0.3841381552
694	0.3840564716
695	0.3839529206
696	0.3838908681
697	0.3837011884
698	0.3835704915
699	0.3835245847
700	0.3833827843
701	0.3833407644
702	0.3832845787
703	0.383172252
704	0.3830630517
705	0.3829551654
706	0.3828955861
707	0.3827809722
708	0.3827029271
709	0.3826773775
710	0.3825258742
711	0.3824438238
712	0.3822798571
713	0.3822169318
714	0.3820728461
715	0.3819726732
716	0.3818709346
717	0.3817927693
718	0.381700678
719	0.381661831
720	0.3815956708
721	0.3814983501
722	0.3813983248
723	0.3813458259
724	0.3812211232
725	0.3811480199
726	0.3810744185
727	0.3809727981
728	0.3809207157
729	0.3807507052
730	0.3806341068
731	0.3804701309
732	0.3804038273
733	0.3803375313
734	0.3802382974
735	0.3801896457
736	0.38012242
737	0.3799963034
738	0.3798764079
739	0.3797511145
740	0.3796172986
741	0.379521259
742	0.3794414847
743	0.3793295188
744	0.3792819816
745	0.3791710847
746	0.3791157949
747	0.379012488
748	0.3788915217
749	0.3788323919
750	0.3787838476
751	0.3787049187
752	0.3786010885
753	0.3785391045
754	0.3784422751
755	0.3782685743
756	0.3782313676
757	0.3780828608
758	0.3779668384
759	0.3779051319
760	0.3778505015
761	0.3776914453
762	0.3776054862
763	0.3775138315
764	0.3773992324
765	0.3772637665
766	0.3771712724
767	0.3770945609
768	0.3769758929
769	0.3769270375
770	0.3768135502
771	0.3767508563
772	0.3766695363
773	0.3765716766
774	0.3765071502
775	0.3764303395
776	0.3763512241
777	0.3762699027
778	0.3762318576
779	0.3761176661
780	0.3760051827
781	0.3759116685
782	0.3758435427
783	0.3757551624
784	0.3755891528
785	0.3754762814
786	0.3754615986
787	0.3753864088
788	0.3753154999
789	0.3752151
790	0.3750991433
791	0.375039029
792	0.3748668251
793	0.3747895147
794	0.374706377
795	0.3746295036
796	0.3745548379
797	0.3744227989
798	0.3742810829
799	0.3741789519
800	0.3741192508
801	0.374018868
802	0.3738951509
803	0.3738003844
804	0.3737260104
805	0.3736501429
806	0.3735560302
807	0.3734041652
808	0.3732606851
809	0.3731967716
810	0.37310493
811	0.3730448744
812	0.3729862844
813	0.3729350491
814	0.3727869398
815	0.3727455034
816	0.3725896165
817	0.3725237158
818	0.3724464666
819	0.3723718658
820	0.3723177825
821	0.3722116528
822	0.3720832601
823	0.3719966695
824	0.3719316852
825	0.3718618678
826	0.3717210889
827	0.3716598285
828	0.3716278566
829	0.3715701587
830	0.3714367245
831	0.3713299826
832	0.3712207935
833	0.3711322527
834	0.3710293075
835	0.3709646845
836	0.3709172091
837	0.3708650569
838	0.3707731062
839	0.3707216691
840	0.3706310758
841	0.3705576797
842	0.3704178396
843	0.3702905086
844	0.3702624796
845	0.3702127825
846	0.3701106109
847	0.3700716829
848	0.369984932
849	0.3699384227
850	0.3698472684
851	0.3697216413
852	0.3696133456
853	0.3694977888
854	0.3694277328
855	0.3693501779
856	0.3692416456
857	0.3691166265
858	0.3690520884
859	0.3689652125
860	0.3688795748
861	0.3686760148
862	0.368605608
863	0.3685444629
864	0.3684674562
865	0.3684039435
866	0.3683736287
867	0.3683342833
868	0.3682726281
869	0.3682135497
870	0.3681439128
871	0.3680820443
872	0.3680294871
873	0.3680011917
874	0.3679331129
875	0.3678506424
876	0.3677677112
877	0.3677382036
878	0.3676835638
879	0.3676011733
880	0.3675375817
881	0.3674880968
882	0.3673875145
883	0.3673061529
884	0.3672374461
885	0.3671625598
886	0.3670555369
887	0.3669826812
888	0.3669337896
889	0.366874005
890	0.3667419074
891	0.3667020872
892	0.3666205521
893	0.366476566
894	0.3663833883
895	0.3662729793
896	0.3661787433
897	0.366102535
898	0.3659976238
899	0.3659155342
900	0.3658374865
901	0.3657563379
902	0.3656725463
903	0.3656203926
904	0.3655498327
905	0.3654837976
906	0.3654098875
907	0.3653226729
908	0.3652621494
909	0.3651668266
910	0.3651223579
911	0.3649899605
912	0.3649000342
913	0.3648155487
914	0.3647799339
915	0.3647306305
916	0.364673629
917	0.3646081296
918	0.3644918755
919	0.3643917116
920	0.3642783201
921	0.3641979934
922	0.3641223929
923	0.3639755234
924	0.3639205822
925	0.3638210663
926	0.3637604227
927	0.3636864621
928	0.3636195613
929	0.3635261305
930	0.3634114634
931	0.3633058744
932	0.3632533406
933	0.363141851
934	0.363031339
935	0.3629815426
936	0.3628746345
937	0.3628094342
938	0.3627560804
939	0.3626600174
940	0.3625424198
941	0.3624762097
942	0.3623219509
943	0.362227917
944	0.3621265914
945	0.3620521333
946	0.3619603795
947	0.3618503471
948	0.3617347204
949	0.3616516299
950	0.3616000293
951	0.3615760065
952	0.3615023477
953	0.3613872617
954	0.3612644047
955	0.3611746275
956	0.3610937028
957	0.3610076159
958	0.3609536107
959	0.3609101239
960	0.3608424546
961	0.3607459405
962	0.3606406635
963	0.360576884
964	0.3604857717
965	0.3604449091
966	0.3603438019
967	0.3603145955
968	0.3601960738
969	0.3601281542
970	0.3600555305
971	0.3599756488
972	0.3598999105
973	0.3597712566
974	0.3597605342
975	0.3596541533
976	0.3595865477
977	0.3594947983
978	0.3594495987
979	0.3594173575
980	0.3592945662
981	0.359228877
982	0.3591528128
983	0.3590961275
984	0.3590535807
985	0.3589897664
986	0.358899119
987	0.3588518751
988	0.3587577033
989	0.3586274905
990	0.3585756527
991	0.3585172463
992	0.3584525345
993	0.3583815402
994	0.3582822491
995	0.3582173787
996	0.358132934
997	0.3580250996
998	0.3579548128
999	0.3578853314
