iter	Passed	Remaining
523	1198	1088
524	1200	1086
525	1202	1083
526	1204	1081
527	1206	1078
528	1209	1076
529	1211	1074
530	1213	1071
531	1215	1069
532	1217	1066
533	1219	1064
534	1222	1062
535	1224	1059
536	1226	1057
537	1228	1054
538	1230	1052
539	1232	1050
540	1234	1047
541	1236	1045
542	1239	1042
543	1241	1040
544	1243	1038
545	1246	1036
546	1249	1034
547	1251	1032
548	1253	1029
549	1255	1027
550	1257	1024
551	1259	1022
552	1262	1020
553	1264	1017
554	1266	1015
555	1268	1013
556	1270	1010
557	1272	1008
558	1274	1005
559	1277	1003
560	1279	1000
561	1281	998
562	1283	996
563	1285	993
564	1287	991
565	1289	989
566	1292	986
567	1294	984
568	1296	982
569	1298	979
570	1302	978
571	1304	976
572	1307	974
573	1309	971
574	1311	969
575	1313	966
576	1315	964
577	1317	962
578	1320	959
579	1324	958
580	1328	958
581	1330	955
582	1333	953
583	1335	951
584	1337	948
585	1339	946
586	1341	943
587	1343	941
588	1346	939
589	1348	937
590	1350	934
591	1352	932
592	1354	929
593	1357	927
594	1359	925
595	1361	922
596	1364	920
597	1366	918
598	1368	916
599	1370	913
600	1372	911
601	1374	908
602	1376	906
603	1378	904
604	1381	901
605	1383	899
606	1385	897
607	1387	894
608	1389	892
609	1391	889
610	1394	887
611	1396	885
612	1398	882
613	1400	880
614	1402	878
615	1404	875
616	1406	873
617	1409	871
618	1411	868
619	1413	866
620	1415	864
621	1417	861
622	1420	859
623	1422	856
624	1424	854
625	1426	852
626	1428	849
627	1430	847
628	1432	845
629	1434	842
630	1437	840
631	1439	837
632	1441	835
633	1443	833
634	1445	830
635	1447	828
636	1449	826
637	1451	823
638	1454	821
639	1456	819
640	1458	816
641	1460	814
642	1462	812
643	1464	809
644	1466	807
645	1469	804
646	1471	802
647	1473	800
648	1475	797
649	1477	795
650	1479	793
651	1481	790
652	1484	788
653	1486	786
654	1488	783
655	1490	781
656	1492	779
657	1495	777
658	1497	774
659	1499	772
660	1501	770
661	1503	767
662	1505	765
663	1508	763
664	1510	760
665	1512	758
666	1514	756
667	1516	753
668	1518	751
669	1520	749
670	1522	746
671	1525	744
672	1527	742
673	1529	739
674	1531	737
675	1533	735
676	1535	732
677	1537	730
678	1540	728
679	1542	725
680	1544	723
681	1546	721
682	1549	718
683	1551	716
684	1553	714
685	1555	712
686	1557	709
687	1560	707
688	1562	705
689	1564	703
690	1566	700
691	1568	698
692	1571	696
693	1573	693
694	1575	691
695	1577	689
696	1579	686
697	1581	684
698	1584	682
699	1586	679
700	1588	677
701	1591	675
702	1593	673
703	1595	670
704	1597	668
705	1599	666
706	1601	663
707	1604	661
708	1606	659
709	1608	656
710	1610	654
711	1612	652
712	1614	649
713	1616	647
714	1618	645
715	1620	642
716	1623	640
717	1625	638
718	1627	636
719	1629	633
720	1631	631
721	1633	629
722	1636	626
723	1638	624
724	1640	622
725	1642	619
726	1644	617
727	1646	615
728	1648	612
729	1650	610
730	1653	608
731	1655	605
732	1657	603
733	1659	601
734	1661	598
735	1663	596
736	1665	594
737	1667	592
738	1669	589
739	1672	587
740	1674	585
741	1676	582
742	1678	580
743	1680	578
744	1682	575
745	1685	573
746	1687	571
747	1689	569
748	1691	566
749	1693	564
750	1696	562
751	1698	560
752	1700	557
753	1702	555
754	1704	553
755	1706	550
756	1709	548
757	1711	546
758	1713	544
759	1715	541
760	1717	539
761	1719	537
762	1722	534
763	1724	532
764	1726	530
765	1728	528
766	1730	525
767	1733	523
768	1735	521
769	1737	518
770	1739	516
771	1741	514
772	1743	512
773	1745	509
774	1747	507
775	1750	505
776	1752	502
777	1754	500
778	1756	498
779	1758	496
780	1760	493
781	1762	491
782	1765	489
783	1767	486
784	1769	484
785	1771	482
786	1774	480
787	1776	477
788	1778	475
789	1780	473
790	1782	470
791	1784	468
792	1787	466
793	1790	464
794	1792	462
795	1795	460
796	1797	457
797	1799	455
798	1801	453
799	1803	450
800	1805	448
801	1807	446
802	1810	444
803	1812	441
804	1814	439
805	1816	437
806	1819	435
807	1824	433
808	1826	431
809	1828	428
810	1830	426
811	1833	424
812	1836	422
813	1838	420
814	1840	417
815	1842	415
816	1845	413
817	1847	411
818	1849	408
819	1851	406
820	1853	404
821	1855	401
822	1858	399
823	1860	397
824	1862	395
825	1864	392
826	1866	390
827	1868	388
828	1871	385
829	1873	383
830	1875	381
831	1877	379
832	1879	376
833	1881	374
834	1883	372
835	1885	369
836	1888	367
837	1890	365
838	1892	363
839	1894	360
840	1896	358
841	1898	356
842	1900	354
843	1902	351
844	1905	349
845	1907	347
846	1909	345
847	1912	342
848	1914	340
849	1916	338
850	1918	335
851	1920	333
852	1922	331
853	1925	329
854	1927	326
855	1929	324
856	1931	322
857	1934	320
858	1937	317
859	1939	315
860	1941	313
861	1943	311
862	1945	308
863	1948	306
864	1950	304
865	1952	302
866	1954	299
867	1956	297
868	1958	295
869	1960	293
870	1963	290
871	1965	288
872	1967	286
873	1969	283
874	1971	281
875	1973	279
876	1975	277
877	1977	274
878	1980	272
879	1982	270
880	1984	268
881	1986	265
882	1988	263
883	1990	261
884	1992	258
885	1994	256
886	1997	254
887	1999	252
888	2001	249
889	2003	247
890	2005	245
891	2007	243
892	2009	240
893	2011	238
894	2013	236
895	2016	234
896	2018	231
897	2020	229
898	2022	227
899	2024	224
900	2026	222
901	2028	220
902	2031	218
903	2033	215
904	2035	213
905	2037	211
906	2039	209
907	2041	206
908	2044	204
909	2046	202
910	2048	200
911	2050	197
912	2052	195
913	2054	193
914	2056	191
915	2058	188
916	2060	186
917	2063	184
918	2065	182
919	2067	179
920	2070	177
921	2072	175
922	2074	173
923	2076	170
924	2078	168
925	2080	166
926	2083	164
927	2085	161
928	2087	159
929	2089	157
930	2091	155
931	2094	152
932	2096	150
933	2098	148
934	2100	146
935	2103	143
936	2105	141
937	2107	139
938	2111	137
939	2115	135
940	2117	132
941	2119	130
942	2121	128
943	2124	126
944	2126	123
945	2128	121
946	2130	119
947	2133	117
948	2135	114
949	2137	112
950	2139	110
951	2142	108
952	2144	105
953	2146	103
954	2148	101
955	2150	98
956	2152	96
957	2154	94
958	2156	92
959	2159	89
960	2161	87
961	2163	85
962	2165	83
963	2167	80
964	2169	78
965	2171	76
966	2174	74
967	2176	71
968	2178	69
969	2180	67
970	2182	65
971	2184	62
972	2186	60
973	2189	58
974	2191	56
975	2193	53
976	2195	51
977	2197	49
978	2200	47
979	2202	44
980	2204	42
981	2206	40
982	2208	38
983	2210	35
984	2213	33
985	2215	31
986	2217	29
987	2219	26
988	2221	24
989	2223	22
990	2225	20
991	2227	17
992	2229	15
993	2232	13
994	2234	11
995	2236	8
996	2238	6
997	2240	4
998	2242	2
999	2244	0
