iter	RMSE
161	0.5069660087
162	0.5063081302
163	0.5059636337
164	0.5055561655
165	0.5052769916
166	0.5046831127
167	0.5042438898
168	0.5037472763
169	0.5033402262
170	0.5029560319
171	0.5024690955
172	0.502200296
173	0.5018640645
174	0.5014507789
175	0.5010627585
176	0.5007511899
177	0.5004825119
178	0.5002436559
179	0.499915429
180	0.4995191896
181	0.4992095686
182	0.4988815782
183	0.4983442165
184	0.4979835277
185	0.4977299991
186	0.4973054587
187	0.4969524659
188	0.4967138217
189	0.4964223565
190	0.4959156742
191	0.4955570726
192	0.495025334
193	0.4946988892
194	0.4943939147
195	0.4942010454
196	0.4938391129
197	0.4936092285
198	0.4933288635
199	0.4930997478
200	0.4928238762
201	0.4925476785
202	0.4923223163
203	0.4919066915
204	0.4916259448
205	0.491386408
206	0.4911738702
207	0.4909486638
208	0.4908490089
209	0.490410632
210	0.4902055578
211	0.4898376154
212	0.4895913401
213	0.4894096148
214	0.4889850854
215	0.4887740838
216	0.4885965805
217	0.4881539836
218	0.4877896708
219	0.4874034596
220	0.4872123542
221	0.4869017376
222	0.4867007174
223	0.4864737639
224	0.4862145282
225	0.4859816636
226	0.4856691841
227	0.4854566635
228	0.4853404027
229	0.4849564888
230	0.484757763
231	0.4844456332
232	0.4842774943
233	0.4840096933
234	0.4838291826
235	0.4835599126
236	0.4833930006
237	0.4832435874
238	0.4829727551
239	0.4826435373
240	0.4823144332
241	0.4821609965
242	0.4820253733
243	0.4816843563
244	0.4813489581
245	0.4810599111
246	0.4808299824
247	0.4805434392
248	0.4803453789
249	0.4801564998
250	0.4799658653
251	0.4797084212
252	0.4795519686
253	0.4794028098
254	0.4790224504
255	0.4788349704
256	0.4785937735
257	0.4783458567
258	0.4781507282
259	0.4780017002
260	0.4777618446
261	0.4775869229
262	0.4774235031
263	0.4771925294
264	0.477005426
265	0.4768603112
266	0.4765936728
267	0.4764959363
268	0.4762334265
269	0.4760543338
270	0.4758505989
271	0.4756713386
272	0.4754794288
273	0.4752830253
274	0.4751591419
275	0.4748578913
276	0.474607864
277	0.4743921035
278	0.4741239115
279	0.4739831504
280	0.4736642643
281	0.4734261661
282	0.4732847298
283	0.473161578
284	0.4728980604
285	0.4726634637
286	0.4724002997
287	0.4722394827
288	0.4720632382
289	0.4719249565
290	0.4716798827
291	0.4714861643
292	0.4714002876
293	0.4711788437
294	0.4711040335
295	0.4708577153
296	0.4707494026
297	0.4705803558
298	0.4703476113
299	0.4701683545
300	0.4700559458
301	0.4699380286
302	0.4698624753
303	0.4697298385
304	0.4695582653
305	0.469296787
306	0.4692428941
307	0.4691334603
308	0.4689950573
309	0.4687806755
310	0.4686223438
311	0.4684226139
312	0.4682021543
313	0.4680739252
314	0.4679208044
315	0.4676733229
316	0.4674911513
317	0.4673251049
318	0.4671174039
319	0.4669655236
320	0.4667555016
321	0.4666811062
322	0.4665644262
323	0.4663426569
324	0.4662528867
325	0.4661639331
326	0.4660394897
327	0.4658292591
328	0.4656280982
329	0.4654276177
330	0.4652168836
331	0.4651406952
332	0.4650708911
333	0.4650021174
334	0.4647997018
335	0.4645869602
336	0.4643128766
337	0.4641061473
338	0.4638490924
339	0.4637043693
340	0.4635456193
341	0.4634905717
342	0.4633919619
343	0.463286654
344	0.4631957742
345	0.4629912743
346	0.4628837787
347	0.4628224258
348	0.4625896693
349	0.46249061
350	0.4623844005
351	0.4622774285
352	0.462129895
353	0.4620684027
354	0.4619496948
355	0.4618571973
356	0.4617384668
357	0.4616264763
358	0.4615511881
359	0.461523873
360	0.4613919719
361	0.4611199886
362	0.4609116644
363	0.4608240823
364	0.4606835028
365	0.4605709752
366	0.4605391322
367	0.4603383306
368	0.4601392669
369	0.4600062714
370	0.4598257556
371	0.4596702281
372	0.4595501422
373	0.4593082027
374	0.4592095815
375	0.4589909368
376	0.4588791264
377	0.458761816
378	0.4586323254
379	0.458520106
380	0.4583586988
381	0.4582215575
382	0.4581854811
383	0.4581460901
384	0.4579949477
385	0.4578669818
386	0.4577648841
387	0.4576769549
388	0.4575552326
389	0.4574790013
390	0.4574175326
391	0.4573387496
392	0.4571839211
393	0.4570898249
394	0.4569118435
395	0.4568151339
396	0.4567236604
397	0.4566872127
398	0.4565446042
399	0.4564472563
400	0.4564061739
401	0.4563200345
402	0.4561600993
403	0.4560265769
404	0.4559235471
405	0.4558303518
406	0.4557551895
407	0.4556102892
408	0.4554911259
409	0.4553011105
410	0.4552365036
411	0.4551362964
412	0.4550516047
413	0.4548701475
414	0.4548108471
415	0.454691837
416	0.4545163065
417	0.4544753982
418	0.4543677894
419	0.4542957707
420	0.4542550923
421	0.4540370993
422	0.4539512285
423	0.453752073
424	0.4536571322
425	0.4535608373
426	0.4532551014
427	0.4531275753
428	0.4530951664
429	0.4529474041
430	0.4527561372
431	0.4526799772
432	0.4526331351
433	0.4525158069
434	0.452316753
435	0.4521880527
436	0.4520967823
437	0.4520285685
438	0.4519717178
439	0.4517604674
440	0.4516421334
441	0.4515510656
442	0.4514211246
443	0.4513143638
444	0.4511274498
445	0.4509181661
446	0.4507589364
447	0.4506490238
448	0.4505027431
449	0.4503508183
450	0.4502204967
451	0.4500986407
452	0.4499496857
453	0.4498976213
454	0.4498245872
455	0.4497229038
456	0.4496450406
457	0.4495639954
458	0.4494386666
459	0.4492872248
460	0.4492210107
461	0.4491466133
462	0.4490584908
463	0.4488911613
464	0.4487798812
465	0.4486111831
466	0.4485006627
467	0.4484475766
468	0.4483793185
469	0.4483450735
470	0.4482612153
471	0.4481562174
472	0.4479874244
473	0.4479052133
474	0.4478145694
475	0.4476051305
476	0.4475747195
477	0.4474833964
478	0.4472896583
479	0.4472438582
480	0.4471548666
481	0.4470066836
482	0.4469275608
483	0.4468487373
484	0.4466704158
485	0.4464887108
486	0.4464487412
487	0.4462790619
488	0.4462078633
489	0.4460924005
490	0.4459920434
491	0.4458859812
492	0.4457425988
493	0.445708396
494	0.4455503696
495	0.4455255993
496	0.4453760766
497	0.4452639879
498	0.4451459731
499	0.445018676
500	0.4449522833
501	0.4448343996
502	0.4447732485
503	0.4446598651
504	0.4445363376
505	0.4445052537
506	0.4443408331
507	0.4440963512
508	0.4439496483
509	0.4438522809
510	0.4437610098
511	0.443700595
512	0.4436351325
513	0.4434958102
514	0.4434135977
515	0.4431935875
516	0.4431450187
517	0.4429476107
518	0.4428213085
519	0.4427162072
520	0.4426400898
521	0.4424866756
522	0.4423713634
523	0.4422580096
524	0.4421034535
525	0.441961268
526	0.4418797104
527	0.441815393
528	0.4417563817
529	0.4415765437
530	0.4414844818
531	0.441420741
532	0.4413297911
533	0.4412286152
534	0.4411348311
535	0.4409983654
536	0.4409628918
537	0.4407989362
538	0.4406737186
539	0.4405509267
540	0.4404561145
541	0.4403852387
542	0.4402878871
543	0.4401746745
544	0.4400810047
545	0.4399494889
546	0.4398970027
547	0.4398360538
548	0.4397653911
549	0.4396016575
550	0.4393706767
551	0.4392508107
552	0.4391386225
553	0.4390583558
554	0.4389307799
555	0.4387722284
556	0.4387039357
557	0.4386606601
558	0.4385419793
559	0.4384480088
560	0.4384062276
561	0.438302372
562	0.4382643817
563	0.4381836473
564	0.4381415603
565	0.4379769868
566	0.4378554879
567	0.4377338827
568	0.4376488992
569	0.4375665993
570	0.4374800595
571	0.4373856148
572	0.4373442862
573	0.4372817767
574	0.4372389162
575	0.4371749378
576	0.4371340245
577	0.4370453887
578	0.4369462228
579	0.4368674122
580	0.4366595903
581	0.436542629
582	0.4364338499
583	0.4363308232
584	0.4362659033
585	0.4361428826
586	0.4360085145
587	0.435910004
588	0.4358485929
589	0.4356834404
590	0.4355576364
591	0.4353864339
592	0.4353284577
593	0.4352198148
594	0.4351323747
595	0.4350300297
596	0.4349227144
597	0.43488197
598	0.4348130809
599	0.4347617035
600	0.4347307129
601	0.4346914896
602	0.4346092969
603	0.4345003805
604	0.4344498903
605	0.4343728494
606	0.4343094131
607	0.434259479
608	0.4340386892
609	0.4338920239
610	0.4336934117
611	0.4336453235
612	0.4335924206
613	0.4335165269
614	0.4333352499
615	0.4332491303
616	0.4331735394
617	0.4331055403
618	0.4329695624
619	0.4329074423
620	0.4328014074
621	0.4327196959
622	0.432577425
623	0.4325149848
624	0.432324224
625	0.4322356707
626	0.4321241103
627	0.4319967848
628	0.4318617104
629	0.4318437776
630	0.4317949178
631	0.4316501436
632	0.4315627606
633	0.4314627011
634	0.4314289156
635	0.4313793741
636	0.4312894166
637	0.4312150169
638	0.4310872058
639	0.4310129889
640	0.430966289
641	0.4308354914
642	0.4307767923
643	0.430681274
644	0.4306346063
645	0.4305294537
646	0.4304706953
647	0.4303584471
648	0.4302391682
649	0.430135584
650	0.4300374642
651	0.4299454534
652	0.4298279838
653	0.4297104076
654	0.4296061888
655	0.429513566
656	0.4293978517
657	0.42933515
658	0.4291793748
659	0.4291200671
660	0.4290030246
661	0.4288921303
662	0.4287972314
663	0.4287457602
664	0.4286529053
665	0.4285938397
666	0.4285434071
667	0.4284957314
668	0.4284573736
669	0.4284295355
670	0.4283858597
671	0.4283360387
672	0.4282725045
673	0.4281376006
674	0.4280756676
675	0.4279522905
676	0.4278824968
677	0.4278121032
678	0.4277166493
679	0.4276184224
680	0.4275661169
681	0.4274277042
682	0.4273937266
683	0.4272578344
684	0.4272200124
685	0.4271613946
686	0.42711377
687	0.4270112568
688	0.4269425464
689	0.4268365422
690	0.4267877778
691	0.4267409011
692	0.4265979617
693	0.4265078191
694	0.4263557954
695	0.4262912309
696	0.4262535474
697	0.4262028952
698	0.4261455591
699	0.4260539203
700	0.4259621985
701	0.4258313451
702	0.4256718697
703	0.4255631438
704	0.4254912491
705	0.4254376096
706	0.4252675503
707	0.4252222641
708	0.4251344508
709	0.4250666025
710	0.4249772442
711	0.4249197526
712	0.4247972703
713	0.4247360153
714	0.4246736669
715	0.4246416951
716	0.4245792301
717	0.4244872563
718	0.4244262689
719	0.4243808942
720	0.4243324917
721	0.4242851643
722	0.4242188876
723	0.4241854278
724	0.4241030895
725	0.42401633
726	0.4239404315
727	0.423813745
728	0.4237005623
729	0.4236329981
730	0.4235857045
731	0.4234643493
732	0.4233933441
733	0.4233234158
734	0.4232488251
735	0.4232036507
736	0.4231291586
737	0.4230687684
738	0.4230253778
739	0.4229563075
740	0.4228991315
741	0.4227801726
742	0.4227305368
743	0.422607633
744	0.4225930726
745	0.4225262024
746	0.4224726866
747	0.4223644034
748	0.4222230966
749	0.4221517925
750	0.4220321535
751	0.4219854904
752	0.4218627348
753	0.4218351409
754	0.4217464734
755	0.4216338467
756	0.4215613103
757	0.4214880505
758	0.4214403692
759	0.4212976717
760	0.4212381419
761	0.4211332295
762	0.4210570791
763	0.420925309
764	0.4208418856
765	0.420804832
766	0.4207558534
767	0.4206488528
768	0.4205439467
769	0.4204931834
770	0.4204749432
771	0.4203922812
772	0.4203292298
773	0.4202218585
774	0.4201478137
775	0.4200974192
776	0.419992196
777	0.4199332436
778	0.419890188
779	0.4198169944
780	0.4197867093
781	0.4197179784
782	0.4195852446
783	0.4195159722
784	0.4194669437
785	0.4193820546
786	0.4193514944
787	0.4192704949
788	0.4192221449
789	0.4191794666
790	0.4191572977
791	0.4190357855
792	0.4189698831
793	0.4188779336
794	0.418756926
795	0.4187175726
796	0.4186576467
797	0.4185634184
798	0.4185071527
799	0.418484392
800	0.4183862812
801	0.4183342752
802	0.4182827124
803	0.4181862927
804	0.4180990158
805	0.4180089887
806	0.4179174401
807	0.4178891001
808	0.4178334264
809	0.4177288329
810	0.4176745873
811	0.4176518934
812	0.417550751
813	0.4174929699
814	0.4174125054
815	0.4173038962
816	0.4172483752
817	0.4172012806
818	0.417171025
819	0.4171361665
820	0.4170680436
821	0.4170026069
822	0.4169481745
823	0.4168660546
824	0.4167946801
825	0.4166956395
826	0.4166594355
827	0.4166114123
828	0.4164859265
829	0.4164229191
830	0.4163789681
831	0.4163076183
832	0.4162363544
833	0.4161156698
834	0.4160665354
835	0.4160448996
836	0.4160095058
837	0.4159107231
838	0.4158699483
839	0.4158097491
840	0.415657047
841	0.4155989097
842	0.4155048148
843	0.4153990078
844	0.4153450024
845	0.415311288
846	0.415220046
847	0.4151583965
848	0.4150034171
849	0.4149542404
850	0.414855335
851	0.4147074822
852	0.414684405
853	0.4145912084
854	0.4145742346
855	0.4144614782
856	0.4144118937
857	0.4143671362
858	0.414310943
859	0.4142594506
860	0.4142015946
861	0.4141068059
862	0.4140387646
863	0.4139545214
864	0.4138482944
865	0.4137572825
866	0.4136729247
867	0.4135874117
868	0.4135561182
869	0.413484902
870	0.4134454731
871	0.4133837173
872	0.4132733129
873	0.4132414058
874	0.4131851367
875	0.4130791554
876	0.4130473012
877	0.4129800844
878	0.412925075
879	0.4128955676
880	0.412858907
881	0.4128344729
882	0.4126963694
883	0.4126687251
884	0.4125846974
885	0.4125696517
886	0.4124480405
887	0.4123446803
888	0.4123132017
889	0.4122335595
890	0.412191792
891	0.4121626792
892	0.4121029138
893	0.4120338474
894	0.4119055338
895	0.4118325539
896	0.4117587263
897	0.4116891997
898	0.4116187169
899	0.4115386632
900	0.4114527279
901	0.4114236063
902	0.4113822496
903	0.4112150086
904	0.4111556551
905	0.4111236626
906	0.4110539701
907	0.4109970654
908	0.4109606996
909	0.410892654
910	0.4108289802
911	0.410745352
912	0.4106625236
913	0.4106093546
914	0.4105609904
915	0.4105449839
916	0.4105070735
917	0.4104128482
918	0.4103622881
919	0.4103389061
920	0.4103004597
921	0.4102325884
922	0.4101919362
923	0.4101447555
924	0.410083467
925	0.4100619972
926	0.4100071639
927	0.4099514614
928	0.4098583976
929	0.4097833998
930	0.4096904583
931	0.4096183954
932	0.4095272639
933	0.4094722733
934	0.4094207084
935	0.4093800856
936	0.4092856229
937	0.4092428642
938	0.4092267834
939	0.4091710327
940	0.4091103202
941	0.4090356146
942	0.4089831441
943	0.4089407234
944	0.4088860614
945	0.408855631
946	0.4088245132
947	0.4088018464
948	0.4087297175
949	0.4087042544
950	0.4086287801
951	0.4085590236
952	0.4085377523
953	0.4084912603
954	0.4084553482
955	0.4083822645
956	0.4083209549
957	0.4083007809
958	0.4082720598
959	0.4081937067
960	0.408084719
961	0.4080467895
962	0.4080066744
963	0.4079659809
964	0.4079308926
965	0.4079062901
966	0.4078368638
967	0.4078013703
968	0.407752666
969	0.4076829121
970	0.407647753
971	0.4075643496
972	0.4075382104
973	0.4075025857
974	0.4074559162
975	0.4074432959
976	0.4073806636
977	0.4073388783
978	0.407278696
979	0.407176758
980	0.4071402279
981	0.4070482734
982	0.40693931
983	0.4069150397
984	0.4068565511
985	0.4068069363
986	0.4067510863
987	0.4067081347
988	0.4066731212
989	0.4066413876
990	0.4065772461
991	0.4065622612
992	0.4065043198
993	0.4064771172
994	0.4064171858
995	0.406378715
996	0.4063462211
997	0.4063143816
998	0.4062951416
999	0.406262038
