iter	RMSE
344	0.4127507478
345	0.4125301714
346	0.4123245219
347	0.4120849647
348	0.4118541415
349	0.4116392771
350	0.411312844
351	0.4110510808
352	0.4108324062
353	0.4106494564
354	0.4104774638
355	0.4102088459
356	0.4100205005
357	0.4098462085
358	0.4096542544
359	0.409462481
360	0.4092840921
361	0.4090647006
362	0.408730464
363	0.408596657
364	0.4083438423
365	0.4081490847
366	0.4080031537
367	0.4078492217
368	0.4076634862
369	0.4074662469
370	0.4073247757
371	0.4071457765
372	0.4070041524
373	0.4067594811
374	0.4064767694
375	0.4062884372
376	0.4061276923
377	0.4058436634
378	0.4055878423
379	0.4053629857
380	0.4052185084
381	0.4050353597
382	0.404844806
383	0.4047204988
384	0.4045216173
385	0.4043950919
386	0.4041283309
387	0.4038472561
388	0.4035653995
389	0.4033282388
390	0.403155552
391	0.4028949552
392	0.4027232309
393	0.4025610958
394	0.4023307872
395	0.4021205716
396	0.4019526183
397	0.4017153301
398	0.4015364176
399	0.4013431101
400	0.4011592512
401	0.4009284982
402	0.400752912
403	0.4005841424
404	0.4003718419
405	0.4002490528
406	0.4001324104
407	0.3999685835
408	0.3997868658
409	0.3996254283
410	0.3994758113
411	0.3991778333
412	0.3989339917
413	0.398804512
414	0.3986528139
415	0.3985386001
416	0.3983099815
417	0.3981798351
418	0.3980477421
419	0.3978793615
420	0.3977671469
421	0.397643964
422	0.3975373144
423	0.3971722669
424	0.3969905197
425	0.3968053231
426	0.3966650165
427	0.3965500387
428	0.3963108112
429	0.3960858103
430	0.3958511214
431	0.3956944058
432	0.3954869922
433	0.3951130516
434	0.394998401
435	0.3947969026
436	0.3945789471
437	0.3943482511
438	0.3941712542
439	0.394036198
440	0.3938776373
441	0.3937602336
442	0.3935965907
443	0.3935269201
444	0.3933345516
445	0.3930757011
446	0.3928850764
447	0.3927315782
448	0.3925759221
449	0.3923170142
450	0.3921863884
451	0.3919871501
452	0.3918444182
453	0.391747257
454	0.3916058339
455	0.3913472768
456	0.3910258514
457	0.3908848369
458	0.3907936693
459	0.3907008844
460	0.3903844197
461	0.3901240942
462	0.3899613876
463	0.3898231459
464	0.3897042779
465	0.3894776574
466	0.3893454184
467	0.3892196894
468	0.3891097278
469	0.3889569477
470	0.3887205829
471	0.3885955779
472	0.3884051481
473	0.3882385419
474	0.3880377963
475	0.3879469032
476	0.3877472856
477	0.3875960153
478	0.3874468527
479	0.3872425035
480	0.3871221711
481	0.386988698
482	0.3868363582
483	0.3866797897
484	0.3865167507
485	0.386377681
486	0.3861922983
487	0.386103562
488	0.385946181
489	0.385868518
490	0.3857527867
491	0.3855640904
492	0.3853923184
493	0.3852093348
494	0.3850018318
495	0.3848778715
496	0.3847271498
497	0.3845719052
498	0.3843486066
499	0.3842006242
500	0.3840342422
501	0.3838993199
502	0.3837901291
503	0.3836047844
504	0.3834747996
505	0.3832782677
506	0.383058712
507	0.3828968939
508	0.3827545005
509	0.3826637135
510	0.3825610985
511	0.3823869546
512	0.3821110532
513	0.3820282251
514	0.3818778755
515	0.3817138617
516	0.3816152679
517	0.3815131503
518	0.381347427
519	0.3812562709
520	0.3811554664
521	0.3809543683
522	0.3808247381
523	0.3807254881
524	0.3806401624
525	0.3805173311
526	0.3803407881
527	0.3801844694
528	0.3799781871
529	0.3798804555
530	0.3797009918
531	0.3796026926
532	0.3794861178
533	0.3792454996
534	0.379125247
535	0.3790221334
536	0.3788884495
537	0.3787587063
538	0.3785955327
539	0.3784365826
540	0.3783153199
541	0.3781667376
542	0.3778410844
543	0.3776384305
544	0.3773957088
545	0.3772499764
546	0.3771532783
547	0.3770604811
548	0.3769211897
549	0.3768046757
550	0.3766919379
551	0.3765314784
552	0.3764026067
553	0.3762028885
554	0.3759723948
555	0.3758388218
556	0.3756657295
557	0.3756002068
558	0.3755053401
559	0.3753143317
560	0.3752191302
561	0.3750268275
562	0.3748214191
563	0.3746557744
564	0.3745269027
565	0.3744076693
566	0.3742318894
567	0.3741423164
568	0.3740379978
569	0.3738990974
570	0.3737598825
571	0.3736402985
572	0.3735293874
573	0.3734552477
574	0.3733892735
575	0.3731745307
576	0.3730715439
577	0.372961515
578	0.372840507
579	0.3727492255
580	0.3726459808
581	0.372486853
582	0.3724351559
583	0.3722227938
584	0.3721105142
585	0.3719250355
586	0.3718134743
587	0.3716343553
588	0.3715540597
589	0.3714822899
590	0.3713496562
591	0.371237692
592	0.3711229206
593	0.3709360718
594	0.37080996
595	0.3706802738
596	0.3704816928
597	0.370396242
598	0.3702133427
599	0.3700107309
600	0.3698415922
601	0.3697799042
602	0.3696770277
603	0.3695815884
604	0.369445211
605	0.3693634706
606	0.3692224382
607	0.3690996915
608	0.3688693833
609	0.3687778211
610	0.3686271765
611	0.368450086
612	0.3683330406
613	0.3682420373
614	0.3680676087
615	0.3678818389
616	0.3677804327
617	0.3676513339
618	0.3674541247
619	0.3673555513
620	0.367142476
621	0.3669902178
622	0.3668525801
623	0.3667741959
624	0.3666259811
625	0.3665567815
626	0.3663957103
627	0.3662842731
628	0.366206973
629	0.3660928679
630	0.3659216851
631	0.3658011054
632	0.3656739378
633	0.3655505015
634	0.3654165751
635	0.3653140979
636	0.3652008426
637	0.3651080004
638	0.3648354074
639	0.3646959064
640	0.3645898352
641	0.3645484246
642	0.3644702235
643	0.3643963787
644	0.3642459197
645	0.3641463039
646	0.3640412001
647	0.3639635113
648	0.3638064437
649	0.3635462438
650	0.3634490931
651	0.363354931
652	0.363187254
653	0.3630894337
654	0.3629350837
655	0.362829383
656	0.3627173375
657	0.3626086303
658	0.3624686279
659	0.3622990712
660	0.3622048926
661	0.3620943304
662	0.3620238031
663	0.3618847222
664	0.3618402031
665	0.3617050947
666	0.3615523384
667	0.3614218293
668	0.3612457028
669	0.3611359475
670	0.3610525258
671	0.3609507844
672	0.3608340612
673	0.3606830293
674	0.3605792902
675	0.3604711919
676	0.3603543291
677	0.3602542334
678	0.3600727777
679	0.3599944967
680	0.3598840106
681	0.3597179214
682	0.3595806391
683	0.3594736409
684	0.3594025205
685	0.3592842577
686	0.3591611865
687	0.3590929051
688	0.3588969231
689	0.3587645909
690	0.3586610244
691	0.3585756454
692	0.358422279
693	0.3582626846
694	0.3581822828
695	0.3580419634
696	0.3578798647
697	0.3578046722
698	0.3577236338
699	0.3575658184
700	0.3574204401
701	0.3572856964
702	0.357167676
703	0.3570774179
704	0.3570040872
705	0.3569120309
706	0.3567877557
707	0.3567153284
708	0.3566247085
709	0.3564968469
710	0.3563790799
711	0.3562169008
712	0.356144031
713	0.3560289931
714	0.3559521097
715	0.3558790309
716	0.3557587755
717	0.3556595001
718	0.3555686275
719	0.3554633224
720	0.3553436214
721	0.3551299353
722	0.3550227515
723	0.354961804
724	0.354857361
725	0.3547563188
726	0.3546558617
727	0.3544847869
728	0.3543809986
729	0.3542952464
730	0.3541500588
731	0.3540500035
732	0.3537771208
733	0.3536881869
734	0.3536169503
735	0.3535337656
736	0.3534424249
737	0.3533755517
738	0.3532998467
739	0.3531440623
740	0.3530447145
741	0.3529133952
742	0.3528038303
743	0.35272259
744	0.3525984495
745	0.3525314161
746	0.3523867318
747	0.35225238
748	0.3521935354
749	0.3520552988
750	0.3519509804
751	0.3518706594
752	0.3517791087
753	0.3516462187
754	0.3515810345
755	0.3514758485
756	0.3514380207
757	0.3513819815
758	0.3512411
759	0.3510800402
760	0.3509890939
761	0.3509369304
762	0.3508681694
763	0.3507707433
764	0.3505999594
765	0.3505050392
766	0.3503705191
767	0.3502645458
768	0.3501843995
769	0.3500943911
770	0.3500203087
771	0.3499084372
772	0.3498238559
773	0.3496791069
774	0.3495699855
775	0.3494407981
776	0.3493631167
777	0.3492699713
778	0.3492098289
779	0.3490848248
780	0.3489819369
781	0.3488921039
782	0.3487868354
783	0.3486952538
784	0.3485562979
785	0.3484241776
786	0.3483429262
787	0.348262823
788	0.3481321115
789	0.3480130209
790	0.3478621633
791	0.3477752779
792	0.3476597548
793	0.3475885899
794	0.3474079796
795	0.3472822482
796	0.3471862618
797	0.3470263642
798	0.3469437796
799	0.3468527987
800	0.3467886045
801	0.3466378176
802	0.3465242325
803	0.3464007904
804	0.3462670962
805	0.3461325529
806	0.3460511688
807	0.3459724142
808	0.3458984405
809	0.3457844488
810	0.3456697677
811	0.3455734712
812	0.3454771924
813	0.3453919788
814	0.3452719914
815	0.3451606699
816	0.3450172291
817	0.3449571893
818	0.3448361879
819	0.3447481707
820	0.3446894012
821	0.3445625268
822	0.3444577265
823	0.3443745121
824	0.3442645526
825	0.3441524207
826	0.3440411291
827	0.3439843731
828	0.3439244108
829	0.3438352625
830	0.3437027254
831	0.343572461
832	0.343510332
833	0.3433477785
834	0.3432970565
835	0.3431527923
836	0.3430796936
837	0.3430279594
838	0.3429259163
839	0.3428544018
840	0.3427908422
841	0.3427125423
842	0.342660987
843	0.3425373262
844	0.3424346709
845	0.3423242635
846	0.3422448509
847	0.3421139414
848	0.3420390692
849	0.3419539377
850	0.3418462074
851	0.3417536447
852	0.3416989705
853	0.3416250342
854	0.3415373687
855	0.3414366518
856	0.3413725248
857	0.3413080784
858	0.3412557947
859	0.3412005706
860	0.341135685
861	0.3410897218
862	0.3410198242
863	0.3409587039
864	0.3409019442
865	0.3408234245
866	0.3406493632
867	0.3405688942
868	0.3404930786
869	0.3404026447
870	0.3403304273
871	0.3401978217
872	0.3400959912
873	0.3398642657
874	0.3397864061
875	0.3396939273
876	0.339616576
877	0.3395379724
878	0.3394630924
879	0.3394137742
880	0.3393070109
881	0.3392342368
882	0.3390267945
883	0.338923023
884	0.3388318937
885	0.3387343997
886	0.3386290223
887	0.3385693435
888	0.3385015763
889	0.3383782709
890	0.3382868463
891	0.3381517049
892	0.3380433105
893	0.3380104669
894	0.3379452084
895	0.3377609443
896	0.3376834402
897	0.3376235177
898	0.3375772387
899	0.3374527348
900	0.3373793174
901	0.3373146419
902	0.3372036661
903	0.3370694832
904	0.3369685174
905	0.3368415611
906	0.3367937865
907	0.3367316869
908	0.3366306137
909	0.3365635089
910	0.3364696228
911	0.3363837938
912	0.3363415027
913	0.3362113314
914	0.3361003725
915	0.3360166601
916	0.3359408858
917	0.3358673758
918	0.3356109308
919	0.3355162145
920	0.3353946498
921	0.3352941298
922	0.3351512452
923	0.3351008485
924	0.3350315158
925	0.3349369443
926	0.3348537916
927	0.3347782046
928	0.3347322355
929	0.3346445838
930	0.334565828
931	0.3344534332
932	0.3343945152
933	0.3343389309
934	0.3341827414
935	0.3340586262
936	0.3339926674
937	0.333905469
938	0.3337996827
939	0.3336887148
940	0.3336084326
941	0.3335174116
942	0.3334281996
943	0.3333453296
944	0.3332773807
945	0.333208827
946	0.3331442719
947	0.333095755
948	0.3330063151
949	0.3328377433
950	0.3327448357
951	0.3326524714
952	0.3326137989
953	0.3325556151
954	0.3324840251
955	0.3323680096
956	0.3323158737
957	0.3322358695
958	0.3321272046
959	0.3320285822
960	0.3319235786
961	0.3318159505
962	0.331750606
963	0.3316881233
964	0.3315736338
965	0.3315007504
966	0.3314392326
967	0.3313283118
968	0.3312569668
969	0.3312042564
970	0.3311364811
971	0.3310320737
972	0.3309227327
973	0.3308257315
974	0.3307168317
975	0.3306528485
976	0.3305908495
977	0.3305368079
978	0.3304594962
979	0.3304033507
980	0.3303008202
981	0.330263044
982	0.330176487
983	0.3301185964
984	0.3300161851
985	0.3299244128
986	0.32980899
987	0.3297150426
988	0.3295561785
989	0.3294601443
990	0.3293582475
991	0.3292278895
992	0.3291317468
993	0.3289452216
994	0.3288134845
995	0.3287598689
996	0.3287008466
997	0.3286226991
998	0.3285780259
999	0.3283947846
